종목명,항목,내용
컴퓨터그래픽스운용기능사,위 자격취득자에 대한 법령상 우대현황,▣ 옥외광고물 등 관리법 □ 동법 시행령 제41조 (옥외광고업의 등록기준 등) ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제38조 (원가계산을 할 때 단위당 가격의 기준) ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  
컴퓨터그래픽스운용기능사,수행직무,"디자인에 관한 기초이론지식을 가지고 시각디자인과 관련된 광도, 편집 포장디자인 등의 원고지시에 의한 컴퓨터 활용을 능숙하게 수행한다. "
컴퓨터응용가공산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 전문대학 및 대학의 기계공학, 기계설계공학, 기계시스템공학, CAD전공, CAM전공 등 관련학과 ③ 시험과목    - 필기      1. 기계가공법 및 안전관리     2. 기계설계 및 기계재료     3. 컴퓨터응용가공     4. 기계제도 및 CNC공작법    - 실기 : 컴퓨터응용가공 작업④ 검정방법    - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분)    - 실기 : 작업형(4시간 정도)⑤ 합격기준     -필기 : 100점을 만점으로 과목당 40점 이상, 전 과목 평균 60점이상    -실기 : 100점을 만점으로 60점 이상 "
컴퓨터응용가공산업기사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정 □ 동규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>) □ 동법 제39조 (전역보류) ▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성)▣ 부품·소재전문기업 등의 육성에 관한 특별조치법 □ 동법 시행령 제14조 (부품·소재기술개발전문기업의 지원기준 등) ▣ 건설기술관리법 □ 동법 시행령 제4조 (건설기술자의 범위)▣ 교통안전법 □ 동법 제53조 (교통안전관리자의 고용 등)  □ 동법 시행령 제16조의2 (교통안전관리자 시험) 
컴퓨터응용가공산업기사,개요,"원가절감, 납기단축, 생산성 향상 및 신뢰도 향상을 목적으로 컴퓨터에 의한 설계 및 생산(CAD/CAM) 시스템이 전 산업분야에 광범위하게 이용되고 있다. 그렇지만 이러한 시스템을 효과적으로 적용하고 응용할 수 있는 인력은 부족한 실정이다. 이에 따라 산업현장에서 필요로 하는 컴퓨터응용가공 분야의 인력을 양성하고자 생산기계산업기사와 전산응용가공산업기사를 통합하여 제정 "
컴퓨터응용가공산업기사,변천과정,"1987년 전산응용기계기사2급(가공), 전산응용기계기능사1급(가공)으로 신설되어 각각 1991년 전산응용가공기사2급, 전산응용가공기능사로 명칭 변경되었다가 1999년 전산응용 가공산업기사로 종목 통합되고,  일반기계기사2급(1974년 일반기계기사2급으로 신설, 1983년 기계기사2급으로 명칭변경, 1991년 일반기계기사2급으로 재변경)과 선박기계기사2급(1984년 선박기계기사2급으로 신설), 기계가공기능사1급(1974년 선반기능사1급, 연삭기능사1급, 밀링기능사1급 등으로 신설되어 1983년 기계가공기능사1급으로 명칭변경), 그리고 1995년 신설된 생산기계  다기능기술자종목이 통합되어 1999년 생산기계산업기사로 변경된 것을 2005년에 컴퓨터응용가공 산업기사로 통합 "
컴퓨터응용가공산업기사,수행직무,"CNC 공작기계의 부분 프로그램을 작성 및 수정하고, 구멍가공, 선삭가공, 형상가공, 연삭가공, 공구가공, 와이어 커트 방전가공 등의 조건에 알맞은 적정 공구 및 코드를 선정하거나 치수 및 면조도를 고려하여 프로그램을 작성하는 업무를 수행하여, 전산응용기계를 직접 조작하거나 점검·정비·관리하는 업무를 수행한다. "
컴퓨터응용가공산업기사,실시기관 홈페이지,http://www.q-net.or.kr
컴퓨터응용가공산업기사,실시기관명,한국산업인력공단 
컴퓨터응용가공산업기사,진로 및 전망,"주로 각종 기계제조업체, 금속제품 제조업체, 의료기기·계측기기·광학기기 제조업 체, 조선, 항공, 전기·전자기기 제조업체, 자동차 중장비, 운수장비업체, 건설업체 등으로 진출할 수 있다. 전산응용가공 분야의 기능인력수요는 지속적으로 증가할 전망이다. 이는 기존 범용공 작기계에서부터 수치제어공작기계로의 빠른 대체가 이루어지고 있고, 또한 수치제어 공작기계를 이용한 각종 제품의 생산증대에 의해 영향을 받기 때문이다. 이에 따라 최근 해당 자격을 취득하려는 응시인원도 매년 증가하는 추세이다. "
컴퓨터활용능력1급,실시기관 홈페이지,license.korcham.net 
컴퓨터활용능력1급,수행직무,"스프레드시트, 데이터베이스 프로그램 등 각종 응용 프로그램을 이용하여 실무에 적용. "
컴퓨터활용능력1급,위 자격취득자에 대한 법령상 우대현황,▣ 교육위원회 및 교육감소속지방공무원평정규칙  □ 동법 제23조 (자격증 등의 가점)   ▣ 공무원임용시험령 □ 동령 제31조 (채용시험의 특전) ▣ 소방공무원 승진임용규정 □ 동규정 시행규칙  제15조의2 (가점평정) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제49조 (원가계산을 할 때 단위당 가격의 기준) ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 법원공무원규칙 □ 동규칙 제19조 (특별채용시험의 응시요건 등) ▣ 군무원인사법  □ 동법 제7조 (신규채용) 
컴퓨터활용능력1급,실시기관명,대한상공회의소 
컴퓨터활용능력1급,진로 및 전망,"사무자동화의 필수 프로그램인 스프레드시트, 데이터베이스 등의 활용능력을 평가하는 자격시험으로서 기업입사시에도 유리하지만, 2002년 대입부터 자격증을 소지한 학생에 게 가산점을 주는 정보소양인증제도가 적용되기 때문에 대입에도 유리. 공무원 시험시 1급은 2%, 2급은1.5%, 3급은 1%의 가산점이 주어지며, 일반 기업체에서도 가산점 혜택 을 확대 실시중. "
컴퓨터활용능력1급,취득방법,"① 시 행 처   - 대한상공회의소 ② 시험과목   - 필기 (매과목100점): 컴퓨터 일반, 스프레드시트 일반, 데이터베이스 일반   - 실기 (100점): 스프레드시트 실무, 데이터베이스 실무 ③ 검정방법   - 필기 : 객관식 60문제, 제한시간 60분   - 실기 : 주관식 10문제 이내, 제한시간 90분 ④ 합격기준   - 필기 : 매 과목 40점 이상, 전 과목 평균 60점 이상   - 실기 : 과목별 제한시간 45분, 매 과목 70점 이상 ⑤ 응시자격    - 제한없음. "
컴퓨터활용능력1급,개요,누구나 컴퓨터를 사용할 줄 알고 접하는 정보화 시대에 개개인의 컴퓨터 활용능력을 객 관적으로 검증하기 위하여 도입. 
컴퓨터활용능력2급,취득방법,"① 시 행 처   - 대한상공회의소 ② 시험과목   - 필기 (매과목100점): 컴퓨터 일반, 스프레드시트 일반    - 실기 (100점): 스프레드시트 실무  ③ 검정방법   - 필기 : 객관식 50문제, 제한시간 40분   - 실기 : 주관식 5문제 이내, 제한시간 40분 ④ 합격기준   - 필기 : 매 과목 40점 이상, 전 과목 평균 60점 이상   - 실기 : 70점 이상. ⑤ 응시자격    - 제한없음. "
컴퓨터활용능력2급,위 자격취득자에 대한 법령상 우대현황,▣ 교육위원회 및 교육감소속지방공무원평정규칙  □ 동법 제23조 (자격증 등의 가점)   ▣ 공무원임용시험령 □ 동령 제31조 (채용시험의 특전) ▣ 소방공무원 승진임용규정 □ 동규정 시행규칙  제15조의2 (가점평정) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제49조 (원가계산을 할 때 단위당 가격의 기준) ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙  □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법  □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙   □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률  □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법□ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 법원공무원규칙 □ 동규칙 제19조 (특별채용시험의 응시요건 등) ▣ 군무원인사법  □ 동법 제7조 (신규채용) 
